,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
1540,2024-05-29,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1541,2024-05-29,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1542,2024-05-29,Uttar Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1543,2024-05-29,Uttar Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
1544,2024-05-29,Uttar Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
1545,2024-05-29,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1546,2024-05-29,Uttar Pradesh,French Beans,176,202 - 224,211 - 290,1kg,resource/images/vegetables/frenchbeans-64.png
1547,2024-05-29,Uttar Pradesh,Garlic,268,308 - 340,322 - 442,1kg,resource/images/vegetables/garlic-64.png
1548,2024-05-29,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
1549,2024-05-29,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1550,2024-05-29,Uttar Pradesh,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
1551,2024-05-29,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1552,2024-05-29,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1553,2024-05-29,Uttar Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
1554,2024-05-29,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1555,2024-05-29,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
1556,2024-05-29,Uttar Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
1557,2024-05-29,Uttar Pradesh,Ladies Finger,46,53 - 58,55 - 76,1kg,resource/images/vegetables/ladiesfinger-64.png
1558,2024-05-29,Uttar Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
1559,2024-05-29,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1560,2024-05-29,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
1561,2024-05-29,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
1562,2024-05-29,Uttar Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
1563,2024-05-29,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
1564,2024-05-29,Uttar Pradesh,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
1565,2024-05-29,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
1566,2024-05-30,Uttar Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,resource/images/vegetables/onionbig-64.png
1567,2024-05-30,Uttar Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
1568,2024-05-30,Uttar Pradesh,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
1569,2024-05-30,Uttar Pradesh,Green Chilli,68,78 - 86,82 - 112,1kg,resource/images/vegetables/greenchili-64.png
1570,2024-05-30,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
1571,2024-05-30,Uttar Pradesh,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
1572,2024-05-30,Uttar Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
1573,2024-05-30,Uttar Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
1574,2024-05-30,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
1575,2024-05-30,Uttar Pradesh,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
1576,2024-05-30,Uttar Pradesh,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
1577,2024-05-30,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
1578,2024-05-30,Uttar Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
1579,2024-05-30,Uttar Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1580,2024-05-30,Uttar Pradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
1581,2024-05-30,Uttar Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
1582,2024-05-30,Uttar Pradesh,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
1583,2024-05-30,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
1584,2024-05-30,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
1585,2024-05-30,Uttar Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
1586,2024-05-30,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
1587,2024-05-30,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
1588,2024-05-30,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
1589,2024-05-30,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
1590,2024-05-30,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1591,2024-05-30,Uttar Pradesh,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
1592,2024-05-30,Uttar Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
1593,2024-05-30,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
1594,2024-05-30,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1595,2024-05-30,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1596,2024-05-30,Uttar Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1597,2024-05-30,Uttar Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
1598,2024-05-30,Uttar Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
1599,2024-05-30,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1600,2024-05-30,Uttar Pradesh,French Beans,176,202 - 224,211 - 290,1kg,resource/images/vegetables/frenchbeans-64.png
1601,2024-05-30,Uttar Pradesh,Garlic,268,308 - 340,322 - 442,1kg,resource/images/vegetables/garlic-64.png
1602,2024-05-30,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
1603,2024-05-30,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1604,2024-05-30,Uttar Pradesh,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
1605,2024-05-30,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1606,2024-05-30,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1607,2024-05-30,Uttar Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
1608,2024-05-30,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1609,2024-05-30,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
1610,2024-05-30,Uttar Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
1611,2024-05-30,Uttar Pradesh,Ladies Finger,46,53 - 58,55 - 76,1kg,resource/images/vegetables/ladiesfinger-64.png
1612,2024-05-30,Uttar Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
1613,2024-05-30,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1614,2024-05-30,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
1615,2024-05-30,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
1616,2024-05-30,Uttar Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
1617,2024-05-30,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
1618,2024-05-30,Uttar Pradesh,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
1619,2024-05-30,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
1620,2024-05-31,Uttar Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,resource/images/vegetables/onionbig-64.png
1621,2024-05-31,Uttar Pradesh,Onion Small,38,44 - 48,46 - 63,1kg,resource/images/vegetables/onionsmall-64.png
1622,2024-05-31,Uttar Pradesh,Tomato,24,28 - 30,29 - 40,1kg,resource/images/vegetables/tomato-64.png
1623,2024-05-31,Uttar Pradesh,Green Chilli,68,78 - 86,82 - 112,1kg,resource/images/vegetables/greenchili-64.png
1624,2024-05-31,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
1625,2024-05-31,Uttar Pradesh,Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/potato-64.png
1626,2024-05-31,Uttar Pradesh,Raw Banana (Plantain),8,9 - 10,10 - 13,1kg,resource/images/vegetables/plantain-64.png
1627,2024-05-31,Uttar Pradesh,Amaranth Leaves,15,17 - 19,18 - 25,1kg,resource/images/vegetables/amaranthleaves-64.png
1628,2024-05-31,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
1629,2024-05-31,Uttar Pradesh,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
1630,2024-05-31,Uttar Pradesh,Baby Corn,55,63 - 70,66 - 91,1kg,resource/images/vegetables/babycorn-64.png
1631,2024-05-31,Uttar Pradesh,Banana Flower,19,22 - 24,23 - 31,1kg,resource/images/vegetables/bananaflower-64.png
1632,2024-05-31,Uttar Pradesh,Capsicum,43,49 - 55,52 - 71,1kg,resource/images/vegetables/capsicum-64.png
1633,2024-05-31,Uttar Pradesh,Bitter Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bittergourd-64.png
1634,2024-05-31,Uttar Pradesh,Bottle Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/bottlegourd-64.png
1635,2024-05-31,Uttar Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
1636,2024-05-31,Uttar Pradesh,Broad Beans,71,82 - 90,85 - 117,1kg,resource/images/vegetables/broadbeans-64.png
1637,2024-05-31,Uttar Pradesh,Cabbage,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cabbage-64.png
1638,2024-05-31,Uttar Pradesh,Carrot,43,49 - 55,52 - 71,1kg,resource/images/vegetables/carrot-64.png
1639,2024-05-31,Uttar Pradesh,Cauliflower,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cauliflower-64.png
1640,2024-05-31,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
1641,2024-05-31,Uttar Pradesh,Coconut,38,44 - 48,46 - 63,1kg,resource/images/vegetables/coconut-64.png
1642,2024-05-31,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
1643,2024-05-31,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
1644,2024-05-31,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
1645,2024-05-31,Uttar Pradesh,Corn,32,37 - 41,38 - 53,1kg,resource/images/vegetables/corn-64.png
1646,2024-05-31,Uttar Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
1647,2024-05-31,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
1648,2024-05-31,Uttar Pradesh,Dill Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/dillleaves-64.png
1649,2024-05-31,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1650,2024-05-31,Uttar Pradesh,Brinjal,38,44 - 48,46 - 63,1kg,resource/images/vegetables/brinjal-64.png
1651,2024-05-31,Uttar Pradesh,Brinjal (Big),31,36 - 39,37 - 51,1kg,resource/images/vegetables/brinjalbig-64.png
1652,2024-05-31,Uttar Pradesh,Elephant Yam,40,46 - 51,48 - 66,1kg,resource/images/vegetables/elephantyam-64.png
1653,2024-05-31,Uttar Pradesh,Fenugreek Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/fenugreekleaves-64.png
1654,2024-05-31,Uttar Pradesh,French Beans,176,202 - 224,211 - 290,1kg,resource/images/vegetables/frenchbeans-64.png
1655,2024-05-31,Uttar Pradesh,Garlic,268,308 - 340,322 - 442,1kg,resource/images/vegetables/garlic-64.png
1656,2024-05-31,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
1657,2024-05-31,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1658,2024-05-31,Uttar Pradesh,Green Peas,40,46 - 51,48 - 66,1kg,resource/images/vegetables/greenpeas-64.png
1659,2024-05-31,Uttar Pradesh,Ivy Gourd,29,33 - 37,35 - 48,1kg,resource/images/vegetables/ivygourd-64.png
1660,2024-05-31,Uttar Pradesh,Lemon (Lime),93,107 - 118,112 - 153,1kg,resource/images/vegetables/lemon-64.png
1661,2024-05-31,Uttar Pradesh,Mango Raw,29,33 - 37,35 - 48,1kg,resource/images/vegetables/mangoraw-64.png
1662,2024-05-31,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1663,2024-05-31,Uttar Pradesh,Mushroom,74,85 - 94,89 - 122,1kg,resource/images/vegetables/mushroom-64.png
1664,2024-05-31,Uttar Pradesh,Mustard Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/mustardleaves-64.png
1665,2024-05-31,Uttar Pradesh,Ladies Finger,46,53 - 58,55 - 76,1kg,resource/images/vegetables/ladiesfinger-64.png
1666,2024-05-31,Uttar Pradesh,Pumpkin,21,24 - 27,25 - 35,1kg,resource/images/vegetables/pumpkin-64.png
1667,2024-05-31,Uttar Pradesh,Radish,36,41 - 46,43 - 59,1kg,resource/images/vegetables/radish-64.png
1668,2024-05-31,Uttar Pradesh,Ridge Gourd,34,39 - 43,41 - 56,1kg,resource/images/vegetables/ridgegourd-64.png
1669,2024-05-31,Uttar Pradesh,Shallot (Pearl Onion),33,38 - 42,40 - 54,1kg,resource/images/vegetables/shallot-64.png
1670,2024-05-31,Uttar Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
1671,2024-05-31,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
1672,2024-05-31,Uttar Pradesh,Spinach,12,14 - 15,14 - 20,1kg,resource/images/vegetables/spinach-64.png
1673,2024-05-31,Uttar Pradesh,Sweet Potato,36,41 - 46,43 - 59,1kg,resource/images/vegetables/sweetpotato-64.png
1674,2024-06-01,Uttar Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,resource/images/vegetables/onionbig-64.png
1675,2024-06-01,Uttar Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
1676,2024-06-01,Uttar Pradesh,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1677,2024-06-01,Uttar Pradesh,Green Chilli,88,101 - 112,106 - 145,1kg,resource/images/vegetables/greenchili-64.png
1678,2024-06-01,Uttar Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
1679,2024-06-01,Uttar Pradesh,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
1680,2024-06-01,Uttar Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
1681,2024-06-01,Uttar Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
1682,2024-06-01,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
1683,2024-06-01,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1684,2024-06-01,Uttar Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,resource/images/vegetables/babycorn-64.png
1685,2024-06-01,Uttar Pradesh,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
1686,2024-06-01,Uttar Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
1687,2024-06-01,Uttar Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
1688,2024-06-01,Uttar Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1689,2024-06-01,Uttar Pradesh,Butter Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/butterbeans-64.png
1690,2024-06-01,Uttar Pradesh,Broad Beans,75,86 - 95,90 - 124,1kg,resource/images/vegetables/broadbeans-64.png
1691,2024-06-01,Uttar Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
1692,2024-06-01,Uttar Pradesh,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
1693,2024-06-01,Uttar Pradesh,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
1694,2024-06-01,Uttar Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
1695,2024-06-01,Uttar Pradesh,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1696,2024-06-01,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
1697,2024-06-01,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
1698,2024-06-01,Uttar Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
1699,2024-06-01,Uttar Pradesh,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
1700,2024-06-01,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
1701,2024-06-01,Uttar Pradesh,Curry Leaves,27,31 - 34,32 - 45,1kg,resource/images/vegetables/curryleaves-64.png
1702,2024-06-01,Uttar Pradesh,Dill Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/dillleaves-64.png
1703,2024-06-01,Uttar Pradesh,Drumsticks,30,35 - 38,36 - 50,1kg,resource/images/vegetables/drumsticks-64.png
1704,2024-06-01,Uttar Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
1705,2024-06-01,Uttar Pradesh,Brinjal (Big),36,41 - 46,43 - 59,1kg,resource/images/vegetables/brinjalbig-64.png
1706,2024-06-01,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
1707,2024-06-01,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
1708,2024-06-01,Uttar Pradesh,French Beans,173,199 - 220,208 - 285,1kg,resource/images/vegetables/frenchbeans-64.png
1709,2024-06-01,Uttar Pradesh,Garlic,264,304 - 335,317 - 436,1kg,resource/images/vegetables/garlic-64.png
1710,2024-06-01,Uttar Pradesh,Ginger,138,159 - 175,166 - 228,1kg,resource/images/vegetables/ginger-64.png
1711,2024-06-01,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
1712,2024-06-01,Uttar Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
1713,2024-06-01,Uttar Pradesh,Ivy Gourd,30,35 - 38,36 - 50,1kg,resource/images/vegetables/ivygourd-64.png
1714,2024-06-01,Uttar Pradesh,Lemon (Lime),96,110 - 122,115 - 158,1kg,resource/images/vegetables/lemon-64.png
1715,2024-06-01,Uttar Pradesh,Mango Raw,27,31 - 34,32 - 45,1kg,resource/images/vegetables/mangoraw-64.png
1716,2024-06-01,Uttar Pradesh,Mint Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/mintleaves-64.png
1717,2024-06-01,Uttar Pradesh,Mushroom,81,93 - 103,97 - 134,1kg,resource/images/vegetables/mushroom-64.png
1718,2024-06-01,Uttar Pradesh,Mustard Leaves,18,21 - 23,22 - 30,1kg,resource/images/vegetables/mustardleaves-64.png
1719,2024-06-01,Uttar Pradesh,Ladies Finger,41,47 - 52,49 - 68,1kg,resource/images/vegetables/ladiesfinger-64.png
1720,2024-06-01,Uttar Pradesh,Pumpkin,23,26 - 29,28 - 38,1kg,resource/images/vegetables/pumpkin-64.png
1721,2024-06-01,Uttar Pradesh,Radish,30,35 - 38,36 - 50,1kg,resource/images/vegetables/radish-64.png
1722,2024-06-01,Uttar Pradesh,Ridge Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/ridgegourd-64.png
1723,2024-06-01,Uttar Pradesh,Shallot (Pearl Onion),30,35 - 38,36 - 50,1kg,resource/images/vegetables/shallot-64.png
1724,2024-06-01,Uttar Pradesh,Snake Gourd,40,46 - 51,48 - 66,1kg,resource/images/vegetables/snakegourd-64.png
1725,2024-06-01,Uttar Pradesh,Sorrel Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/sorrelleaves-64.png
1726,2024-06-01,Uttar Pradesh,Spinach,16,18 - 20,19 - 26,1kg,resource/images/vegetables/spinach-64.png
1727,2024-06-01,Uttar Pradesh,Sweet Potato,40,46 - 51,48 - 66,1kg,resource/images/vegetables/sweetpotato-64.png
1728,2024-06-02,Uttar Pradesh,Onion Big,30,35 - 38,36 - 50,1kg,resource/images/vegetables/onionbig-64.png
1729,2024-06-02,Uttar Pradesh,Onion Small,34,39 - 43,41 - 56,1kg,resource/images/vegetables/onionsmall-64.png
1730,2024-06-02,Uttar Pradesh,Tomato,26,30 - 33,31 - 43,1kg,resource/images/vegetables/tomato-64.png
1731,2024-06-02,Uttar Pradesh,Green Chilli,88,101 - 112,106 - 145,1kg,resource/images/vegetables/greenchili-64.png
1732,2024-06-02,Uttar Pradesh,Beetroot,37,43 - 47,44 - 61,1kg,resource/images/vegetables/beetroot-64.png
1733,2024-06-02,Uttar Pradesh,Potato,32,37 - 41,38 - 53,1kg,resource/images/vegetables/potato-64.png
1734,2024-06-02,Uttar Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
1735,2024-06-02,Uttar Pradesh,Amaranth Leaves,14,16 - 18,17 - 23,1kg,resource/images/vegetables/amaranthleaves-64.png
1736,2024-06-02,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
1737,2024-06-02,Uttar Pradesh,Ash gourd,18,21 - 23,22 - 30,1kg,resource/images/vegetables/ashgourd-64.png
1738,2024-06-02,Uttar Pradesh,Baby Corn,56,64 - 71,67 - 92,1kg,resource/images/vegetables/babycorn-64.png
1739,2024-06-02,Uttar Pradesh,Banana Flower,16,18 - 20,19 - 26,1kg,resource/images/vegetables/bananaflower-64.png
1740,2024-06-02,Uttar Pradesh,Capsicum,50,58 - 64,60 - 83,1kg,resource/images/vegetables/capsicum-64.png
1741,2024-06-02,Uttar Pradesh,Bitter Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bittergourd-64.png
1742,2024-06-02,Uttar Pradesh,Bottle Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/bottlegourd-64.png
1743,2024-06-02,Uttar Pradesh,Butter Beans,55,63 - 70,66 - 91,1kg,resource/images/vegetables/butterbeans-64.png
1744,2024-06-02,Uttar Pradesh,Broad Beans,75,86 - 95,90 - 124,1kg,resource/images/vegetables/broadbeans-64.png
1745,2024-06-02,Uttar Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
1746,2024-06-02,Uttar Pradesh,Carrot,41,47 - 52,49 - 68,1kg,resource/images/vegetables/carrot-64.png
1747,2024-06-02,Uttar Pradesh,Cauliflower,25,29 - 32,30 - 41,1kg,resource/images/vegetables/cauliflower-64.png
1748,2024-06-02,Uttar Pradesh,Cluster beans,44,51 - 56,53 - 73,1kg,resource/images/vegetables/clusterbeans-64.png
1749,2024-06-02,Uttar Pradesh,Coconut,37,43 - 47,44 - 61,1kg,resource/images/vegetables/coconut-64.png
1750,2024-06-02,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
1751,2024-06-02,Uttar Pradesh,Colocasia,27,31 - 34,32 - 45,1kg,resource/images/vegetables/colocasia-64.png
1752,2024-06-02,Uttar Pradesh,Coriander Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/corianderleaves-64.png
1753,2024-06-02,Uttar Pradesh,Corn,31,36 - 39,37 - 51,1kg,resource/images/vegetables/corn-64.png
1754,2024-06-02,Uttar Pradesh,Cucumber,27,31 - 34,32 - 45,1kg,resource/images/vegetables/cucumber-64.png
